"","glbq","suicide","hopeless","fight","rape","bully","ebully","academictrouble"
"4352",0,0,0,0,0,0,0,FALSE
"4354",0,0,0,1,0,0,0,FALSE
"4355",0,0,0,0,0,0,1,FALSE
"4356",0,0,1,1,1,1,1,FALSE
"4357",0,0,0,0,0,1,0,FALSE
"4358",0,1,1,1,0,0,0,TRUE
"4360",0,0,0,0,0,0,0,FALSE
"4363",0,0,1,0,0,0,0,FALSE
"4364",0,0,0,0,0,0,0,FALSE
"4365",0,0,0,0,0,0,0,FALSE
"4367",0,0,0,0,0,0,0,FALSE
"4368",0,0,0,0,0,0,0,FALSE
"4370",0,0,1,0,0,0,0,FALSE
"4371",1,0,0,0,0,1,0,FALSE
"4372",0,0,1,0,0,1,0,FALSE
"4373",0,0,0,1,0,1,0,FALSE
"4374",0,0,0,0,0,0,0,FALSE
"4375",0,0,1,0,0,0,0,FALSE
"4376",0,0,0,0,0,0,0,FALSE
"4377",0,0,0,0,0,0,0,FALSE
"4378",0,0,1,0,0,0,1,FALSE
"4379",0,0,0,0,0,0,0,FALSE
"4380",0,0,0,0,0,0,0,FALSE
"4381",0,0,0,0,0,0,0,FALSE
"4382",0,0,0,0,1,1,0,FALSE
"4383",1,1,1,1,1,1,1,TRUE
"4386",0,0,0,0,0,0,0,FALSE
"4387",0,0,0,0,0,0,0,FALSE
"4388",0,0,0,0,0,0,0,FALSE
"4389",0,0,0,0,0,0,0,FALSE
"4391",0,0,1,1,0,0,1,FALSE
"4392",1,0,1,0,1,1,1,FALSE
"4393",0,1,1,1,1,0,0,FALSE
"4394",0,0,0,0,0,0,0,FALSE
"4395",0,0,0,0,0,1,0,FALSE
"4396",0,0,1,1,0,1,1,FALSE
"4397",0,0,0,1,0,0,0,TRUE
"4398",0,0,0,0,0,0,0,FALSE
"4399",0,0,0,0,0,0,0,FALSE
"4400",0,0,0,0,0,0,0,FALSE
"4401",1,1,1,1,1,0,0,FALSE
"4402",1,0,1,1,1,0,1,FALSE
"4403",0,0,0,0,1,0,0,FALSE
"4404",0,0,0,0,0,0,0,FALSE
"4405",0,0,0,1,0,0,0,FALSE
"4406",0,0,1,1,0,0,0,FALSE
"4407",0,0,0,0,0,0,0,FALSE
"4408",1,1,1,1,0,0,0,TRUE
"4409",1,0,1,0,0,1,0,TRUE
"4410",0,0,1,1,0,1,0,TRUE
"4411",0,0,0,0,0,0,0,FALSE
"4412",1,0,0,0,0,0,1,FALSE
"4413",0,0,0,0,0,0,0,TRUE
"4415",0,0,1,0,0,1,0,FALSE
"4416",0,0,1,1,1,0,1,FALSE
"4417",0,0,0,0,0,0,0,FALSE
"4418",0,0,1,0,0,0,0,FALSE
"4419",0,0,1,1,0,1,0,FALSE
"4420",0,0,0,0,0,0,1,FALSE
"4421",0,0,0,0,0,0,0,FALSE
"4422",0,0,0,0,0,0,0,FALSE
"4423",0,0,0,0,0,0,0,FALSE
"4425",0,0,1,1,0,1,1,FALSE
"4428",0,0,1,1,0,0,1,FALSE
"4429",0,0,0,0,0,0,0,FALSE
"4430",0,0,1,0,0,0,0,TRUE
"4431",0,0,0,0,0,0,0,FALSE
"4432",0,0,0,1,0,0,0,FALSE
"4433",1,0,1,0,0,0,0,FALSE
"4434",0,0,0,0,0,0,0,FALSE
"4435",0,0,0,0,0,0,0,TRUE
"4436",0,0,0,0,0,0,0,FALSE
"4437",0,0,0,0,0,0,0,FALSE
"4438",0,0,1,1,0,1,0,FALSE
"4439",1,1,1,0,0,0,0,FALSE
"4440",0,0,1,0,0,0,0,FALSE
"4441",0,0,0,0,0,0,0,FALSE
"4442",0,0,0,0,0,0,0,FALSE
"4443",1,0,1,0,0,0,0,FALSE
"4445",0,1,0,0,1,0,0,FALSE
"4446",0,0,0,0,0,0,0,FALSE
"4448",0,0,0,0,0,0,0,FALSE
"4449",0,0,0,0,0,0,0,FALSE
"4450",0,0,1,0,0,0,0,FALSE
"4451",0,1,1,0,0,1,0,FALSE
"4452",0,1,1,0,1,1,1,FALSE
"4453",0,0,0,1,0,0,0,FALSE
"4454",0,0,0,0,0,0,0,FALSE
"4455",0,0,0,0,0,0,0,FALSE
"4456",0,0,0,0,0,0,0,FALSE
"4457",0,0,0,1,0,0,0,FALSE
"4458",0,0,1,0,0,0,0,FALSE
"4459",0,0,0,0,0,0,0,FALSE
"4460",0,0,0,0,0,0,1,FALSE
"4461",0,0,0,0,0,0,0,FALSE
"4462",1,0,1,1,0,0,0,FALSE
"4463",0,0,0,0,0,0,0,FALSE
"4464",0,0,1,0,0,0,0,FALSE
"4465",0,0,1,0,0,0,0,FALSE
"4466",0,0,1,1,1,0,0,FALSE
"4467",0,0,0,0,0,0,0,FALSE
"4468",0,0,0,0,0,0,0,FALSE
"4469",0,0,0,0,0,0,0,FALSE
"4470",1,0,0,0,0,0,1,FALSE
"4471",1,1,1,1,1,1,1,FALSE
"4472",0,0,1,0,0,0,1,FALSE
"4475",0,0,0,0,0,0,0,FALSE
"4476",0,0,0,0,0,0,0,FALSE
"4477",0,0,1,0,0,1,1,FALSE
"4478",0,0,0,0,0,1,1,FALSE
"4479",0,0,0,0,0,0,0,FALSE
"4480",0,1,1,1,0,1,1,TRUE
"4487",0,0,0,0,0,0,0,FALSE
"4488",0,0,1,0,0,0,0,FALSE
"4489",0,0,0,1,0,0,0,FALSE
"4490",0,0,0,0,0,0,0,FALSE
"4492",0,1,1,0,0,1,1,FALSE
"4493",0,0,1,0,0,0,0,FALSE
"4495",0,0,0,0,0,0,0,FALSE
"4496",0,0,1,0,0,0,1,FALSE
"4499",1,1,1,0,1,1,1,TRUE
"4500",0,0,0,0,0,0,0,FALSE
"4502",0,0,0,0,1,0,0,FALSE
"4504",0,0,1,0,0,0,0,FALSE
"4510",0,0,0,0,0,0,0,FALSE
"4512",0,0,1,0,0,0,0,FALSE
"4513",0,1,0,0,1,0,0,FALSE
"4514",0,0,0,0,0,0,0,FALSE
"4516",0,0,0,0,0,0,0,FALSE
"4518",0,1,1,0,0,0,1,FALSE
"4520",0,0,0,0,0,0,0,FALSE
"4521",0,0,0,0,0,0,0,FALSE
"4523",0,0,1,0,0,0,0,FALSE
"4524",0,0,0,0,0,0,0,FALSE
"4525",0,0,0,0,0,0,0,FALSE
"4526",0,1,1,0,0,0,1,FALSE
"4527",0,1,0,0,0,0,0,FALSE
"4528",0,0,0,0,0,0,0,FALSE
"4529",0,0,0,0,0,0,0,FALSE
"4530",1,0,1,1,0,0,0,TRUE
"4531",1,0,0,1,0,0,0,FALSE
"4533",1,0,1,0,0,1,0,FALSE
"4534",0,0,0,0,0,0,0,FALSE
"4535",0,0,1,0,0,0,0,FALSE
"4536",0,0,1,1,0,1,0,FALSE
"4537",0,0,0,0,0,0,0,FALSE
"4538",0,0,0,0,0,0,0,FALSE
"4541",0,0,1,0,0,0,0,FALSE
"4542",0,0,0,0,0,0,0,FALSE
"4543",0,0,1,0,0,0,0,FALSE
"4546",0,1,1,1,0,1,1,FALSE
"4547",0,0,0,0,0,0,0,FALSE
"4548",0,0,0,0,0,0,0,FALSE
"4551",0,0,0,0,0,0,0,FALSE
"4552",1,0,0,0,0,0,0,FALSE
"4553",0,0,0,0,0,0,0,FALSE
"4557",0,1,1,0,1,0,0,FALSE
"4558",1,0,1,1,0,0,1,FALSE
"4559",0,0,0,0,0,0,1,FALSE
"4560",0,0,0,1,0,0,0,FALSE
"4561",0,0,0,0,0,0,0,FALSE
"4562",0,0,0,0,0,0,0,FALSE
"4563",0,0,0,0,0,0,0,FALSE
"4567",0,0,0,0,0,0,0,FALSE
"4568",1,1,1,1,0,0,0,FALSE
"4569",0,0,0,0,0,0,0,FALSE
"4570",0,0,1,1,0,0,0,FALSE
"4571",0,0,0,0,0,0,1,FALSE
"4572",0,1,1,0,0,0,0,FALSE
"4573",1,0,0,1,0,0,0,FALSE
"4574",0,0,0,0,0,0,0,FALSE
"4575",0,0,0,1,0,0,0,TRUE
"4576",1,0,0,0,0,0,0,FALSE
"4577",0,0,0,0,0,0,0,FALSE
"4578",0,0,1,0,0,0,0,FALSE
"4580",1,0,0,0,0,0,0,FALSE
"4581",1,0,0,0,0,0,0,FALSE
"4582",0,0,0,0,0,0,0,FALSE
"4584",0,0,1,0,0,0,0,FALSE
"4585",0,0,1,0,0,1,1,FALSE
"4587",1,1,1,1,1,0,0,FALSE
"4588",0,0,0,0,0,0,0,FALSE
"4589",0,0,0,0,0,0,0,FALSE
"4590",0,0,0,0,0,0,0,FALSE
"4593",0,0,0,0,1,0,0,FALSE
"4594",0,0,0,0,0,0,0,FALSE
"4595",0,1,1,0,0,1,1,FALSE
"4596",0,0,0,0,0,0,0,FALSE
"4597",0,0,0,1,0,0,0,FALSE
"4598",0,0,0,0,0,0,0,FALSE
"4599",0,0,1,0,0,0,1,FALSE
"4600",0,0,1,0,0,0,0,FALSE
"4602",0,0,0,0,0,0,0,FALSE
"4603",0,0,1,0,1,1,1,FALSE
"4604",0,1,1,1,0,1,0,FALSE
"4607",1,0,1,0,0,1,1,FALSE
"4610",1,0,1,0,0,0,0,FALSE
"4612",1,0,0,1,0,0,0,FALSE
"4613",0,0,0,0,0,0,0,FALSE
"4614",0,0,0,0,0,0,0,FALSE
"4615",0,0,0,0,0,0,0,FALSE
"4616",1,0,0,1,0,1,1,FALSE
"4617",0,0,1,0,0,0,0,FALSE
"4618",0,0,0,0,1,0,0,FALSE
"4619",0,0,0,0,0,0,0,FALSE
"4621",1,1,1,1,1,1,1,FALSE
"4622",0,0,0,0,0,1,1,FALSE
"4623",0,0,0,0,0,0,0,FALSE
"4624",0,0,0,0,0,0,0,FALSE
"4625",0,0,0,0,0,0,0,FALSE
"4626",0,0,0,0,0,0,0,FALSE
"4627",0,0,0,1,0,0,0,FALSE
"4628",0,1,1,1,0,0,0,FALSE
"4629",0,0,0,0,0,1,1,FALSE
"4631",0,0,0,0,0,0,0,FALSE
"4632",0,0,1,0,0,0,0,FALSE
"4633",1,1,1,0,0,1,0,FALSE
"4634",0,0,0,0,0,0,0,FALSE
"4638",1,0,0,0,0,1,0,FALSE
"4640",0,0,0,0,0,0,0,FALSE
"4641",0,0,0,0,0,0,1,FALSE
"4643",0,0,0,0,0,0,0,FALSE
"4644",0,1,1,1,0,1,1,TRUE
"4646",0,0,0,0,0,1,1,FALSE
"4647",0,0,0,0,0,0,0,FALSE
"4648",0,0,0,0,0,0,0,FALSE
"4649",0,0,0,0,0,0,0,FALSE
"4650",0,1,1,1,0,0,0,FALSE
"4652",0,0,0,0,0,0,0,FALSE
"4653",0,0,1,0,0,0,0,FALSE
"4654",0,0,0,1,0,0,0,FALSE
"4656",0,0,1,0,0,1,0,FALSE
"4659",1,0,0,1,0,0,0,FALSE
"4661",0,0,0,0,0,0,0,FALSE
"4662",0,0,0,0,0,1,0,FALSE
"4664",1,0,1,1,0,0,0,FALSE
"4666",0,0,1,0,0,1,0,FALSE
"4667",0,0,0,0,0,0,0,TRUE
"4668",1,0,1,0,0,1,0,FALSE
"4669",0,0,1,0,0,0,0,TRUE
"4670",0,0,1,1,1,1,0,FALSE
"4671",0,0,0,0,0,0,0,FALSE
"4672",0,0,1,0,0,0,0,FALSE
"4674",1,1,1,1,1,0,1,FALSE
"4675",0,0,0,0,0,0,0,FALSE
"4676",0,0,1,0,0,0,0,FALSE
"4677",0,0,0,0,0,0,0,FALSE
"4678",0,0,0,0,0,0,0,FALSE
"4679",0,0,0,0,0,0,0,FALSE
"4681",1,1,1,1,0,1,1,FALSE
"4682",0,0,0,0,0,0,0,FALSE
"4683",0,0,0,0,0,0,0,FALSE
"4684",0,0,0,0,0,0,0,FALSE
"4685",1,1,1,0,0,0,0,FALSE
"4686",0,0,0,1,0,0,0,FALSE
"4687",0,0,0,0,0,0,0,FALSE
"4689",1,0,1,0,0,1,1,FALSE
"4691",0,0,1,0,1,0,0,FALSE
"4692",1,0,0,0,0,0,0,FALSE
"4693",1,1,0,1,1,0,0,FALSE
"4694",0,0,1,1,1,1,1,FALSE
"4695",0,0,0,0,0,0,0,FALSE
"4696",0,0,0,0,0,0,0,FALSE
"4697",0,0,0,0,0,0,0,FALSE
"4698",0,0,0,0,0,0,0,FALSE
"4699",0,0,1,1,0,1,1,FALSE
"4701",0,0,0,0,0,0,0,FALSE
"4703",0,0,0,0,0,0,0,FALSE
"4705",0,0,0,0,0,0,1,FALSE
"4706",0,0,0,0,0,0,0,FALSE
"4707",0,0,0,0,0,0,0,FALSE
"4708",0,0,0,0,0,0,0,FALSE
"4709",0,1,1,0,0,0,0,FALSE
"4710",0,0,0,0,0,0,0,FALSE
"4711",1,0,0,0,0,0,0,FALSE
"4712",0,0,0,0,0,0,0,FALSE
"4713",0,0,0,0,0,0,0,FALSE
"4715",0,0,0,0,0,0,0,FALSE
"4716",0,0,0,1,0,0,0,FALSE
"4719",0,1,0,0,0,0,0,FALSE
"4721",1,0,0,0,0,1,0,FALSE
"4722",0,0,0,1,0,0,0,TRUE
"4723",0,0,0,0,0,0,0,FALSE
"4724",0,0,0,1,0,0,0,TRUE
"4725",1,1,1,1,0,0,1,FALSE
"4726",0,0,1,1,1,1,1,FALSE
"4727",1,0,1,0,0,0,0,FALSE
"4728",0,0,0,1,0,0,0,FALSE
"4731",0,0,0,0,0,0,0,FALSE
"4732",0,0,0,0,0,0,0,FALSE
"4733",0,1,1,1,0,0,0,FALSE
"4734",1,0,0,0,0,0,0,FALSE
"4735",0,0,0,1,0,0,0,FALSE
"4736",0,0,1,1,0,0,0,FALSE
"4737",0,0,1,0,0,1,1,FALSE
"4738",0,0,0,0,0,0,0,FALSE
"4739",1,0,0,0,0,1,0,FALSE
"4741",0,0,0,0,0,0,0,FALSE
"4742",0,0,0,1,0,1,1,FALSE
"4743",0,0,0,0,0,0,0,FALSE
"4745",0,0,1,1,0,0,0,FALSE
"4746",0,0,0,0,0,0,0,FALSE
"4748",0,0,1,0,0,1,0,TRUE
"4750",0,0,0,1,0,0,0,FALSE
"4751",0,0,0,1,0,0,0,FALSE
"4752",0,0,0,0,1,0,0,FALSE
"4753",0,0,0,1,0,0,1,FALSE
"4754",0,0,0,1,0,0,0,TRUE
"4755",0,0,0,0,0,0,0,FALSE
"4756",0,0,0,0,0,0,0,FALSE
"4757",0,0,0,0,0,0,0,FALSE
"4758",0,0,0,0,0,0,0,FALSE
"4759",0,0,0,0,1,1,1,FALSE
"4760",0,0,1,0,0,0,0,FALSE
"4761",1,0,1,0,0,1,0,FALSE
"4762",0,0,0,0,0,0,0,FALSE
"4763",0,0,0,0,0,0,0,FALSE
"4764",0,0,0,1,0,1,1,FALSE
"4765",0,0,0,1,0,0,0,TRUE
"4766",0,0,0,1,0,0,0,FALSE
"4767",0,0,0,0,0,0,0,FALSE
"4768",0,0,0,0,0,1,0,FALSE
"4769",0,0,0,0,0,0,0,FALSE
"4770",0,0,0,1,0,1,1,FALSE
"4771",0,0,0,0,0,1,1,FALSE
"4772",0,0,0,0,0,0,0,TRUE
"4774",0,0,0,0,0,0,0,FALSE
"4775",0,0,0,1,0,1,0,FALSE
"4777",0,0,1,1,0,1,0,FALSE
"4778",0,0,0,0,1,1,0,FALSE
"4779",0,0,0,0,0,0,0,FALSE
"4780",0,0,1,1,0,1,1,FALSE
"4781",0,1,1,1,1,1,1,FALSE
"4783",0,0,0,0,0,0,0,FALSE
"4784",0,0,0,0,0,0,0,FALSE
"4786",0,0,1,0,0,0,0,FALSE
"4787",1,0,0,0,0,1,0,FALSE
"4788",1,0,1,1,1,1,0,FALSE
"4789",0,0,0,0,0,0,0,FALSE
"4790",0,1,0,1,0,0,0,FALSE
"4791",1,1,1,1,0,0,0,TRUE
"4793",0,0,1,1,0,1,1,FALSE
"4794",1,1,1,1,0,0,0,TRUE
"4795",0,0,0,0,0,0,1,FALSE
"4796",1,1,1,1,1,0,0,FALSE
"4797",0,0,1,1,0,1,1,FALSE
"4798",0,0,1,0,0,1,0,FALSE
"4799",0,0,0,0,0,0,0,FALSE
"4800",0,0,1,1,0,1,0,FALSE
"4802",0,1,1,1,0,0,0,FALSE
"4804",0,0,0,1,0,0,0,FALSE
"4805",0,0,0,1,0,0,0,FALSE
"4808",1,0,1,0,0,0,0,TRUE
"4809",0,0,0,1,0,0,0,FALSE
"4810",0,0,0,0,0,0,0,FALSE
"4812",0,0,1,0,0,1,1,FALSE
"4813",1,1,1,0,0,0,0,FALSE
"4814",1,1,1,0,1,1,1,FALSE
"4815",0,0,0,0,0,0,0,FALSE
"4816",0,1,1,1,1,1,1,FALSE
"4818",0,0,0,0,0,0,0,FALSE
"4819",0,1,1,1,0,0,0,FALSE
"4820",0,0,1,0,0,0,0,FALSE
"4821",0,0,0,0,0,0,0,FALSE
"4822",0,0,1,1,0,1,1,TRUE
"4824",1,0,0,0,0,0,0,FALSE
"4826",0,0,0,1,0,0,0,FALSE
"4827",0,0,1,0,0,0,0,FALSE
"4828",0,0,1,0,0,1,0,FALSE
"4829",0,0,0,0,0,0,0,FALSE
"4830",0,0,0,0,0,0,0,FALSE
"4832",0,0,0,0,0,0,0,FALSE
"4833",0,0,0,0,0,1,1,FALSE
"4834",0,0,0,0,0,0,0,FALSE
"4835",0,0,0,0,0,0,0,FALSE
"4836",0,0,0,0,0,1,0,FALSE
"4837",0,0,0,0,0,0,0,FALSE
"4838",0,1,1,1,1,1,0,FALSE
"4839",0,0,0,0,0,0,0,FALSE
"4840",0,0,0,0,0,1,0,FALSE
"4841",0,0,1,1,1,0,0,FALSE
"4842",0,0,1,0,0,0,1,FALSE
"4843",0,0,0,0,0,0,0,FALSE
"4844",0,0,0,0,0,0,0,FALSE
"4845",0,0,0,0,0,1,0,FALSE
"4846",0,0,0,0,0,0,0,FALSE
"4847",0,0,0,0,0,0,0,FALSE
"4848",0,0,0,1,1,0,0,FALSE
"4849",0,1,1,0,0,0,1,FALSE
"4850",0,0,1,0,0,0,0,FALSE
"4851",0,0,0,0,0,0,0,FALSE
"4852",0,1,1,1,0,1,1,FALSE
"4853",0,0,1,0,0,0,0,FALSE
"4854",0,0,0,0,0,0,0,FALSE
"4855",1,0,0,0,1,0,0,FALSE
"4856",0,0,0,0,0,0,0,FALSE
"4857",0,0,0,0,0,1,1,FALSE
"4858",1,0,0,0,0,0,0,FALSE
"4859",0,0,0,0,0,0,0,FALSE
"4860",0,0,0,0,0,0,0,FALSE
"4861",0,0,0,0,0,0,0,FALSE
"4862",0,0,1,0,0,1,1,FALSE
"4864",0,0,0,0,0,0,0,FALSE
"4865",0,1,1,0,0,0,0,FALSE
"4866",1,1,1,0,1,0,0,FALSE
"4867",0,0,0,0,0,0,0,FALSE
"4868",0,0,0,0,1,0,0,FALSE
"4869",0,0,0,0,0,0,0,FALSE
"4871",0,0,0,0,0,1,0,FALSE
"4872",1,0,1,0,0,0,0,FALSE
"4873",0,0,0,0,0,0,0,FALSE
"4874",0,0,0,0,0,0,0,FALSE
"4875",0,0,1,0,0,0,0,FALSE
"4876",0,0,1,0,0,0,0,FALSE
"4877",0,0,0,0,0,0,0,FALSE
"4878",0,0,1,0,0,0,0,FALSE
"4879",0,0,0,0,0,0,0,FALSE
"4880",0,0,0,0,0,0,0,FALSE
"4881",0,0,0,0,0,0,0,FALSE
"4882",0,0,0,0,0,0,0,FALSE
"4883",0,0,1,0,0,0,0,FALSE
"4884",0,0,0,0,0,0,1,FALSE
"4885",0,0,0,0,0,0,0,FALSE
"4886",0,0,0,1,0,0,0,FALSE
"4887",1,1,1,0,0,0,0,TRUE
"4889",1,0,0,0,0,0,0,FALSE
"4890",0,0,0,1,0,0,0,FALSE
"4891",0,0,0,0,0,0,0,FALSE
"4892",0,0,0,0,0,0,0,FALSE
"4893",0,0,0,0,0,0,0,FALSE
"4894",0,0,0,0,1,0,0,FALSE
"4895",0,0,0,0,0,0,0,FALSE
"4896",0,0,0,0,0,0,0,FALSE
"4897",0,0,1,0,0,1,0,FALSE
"4899",0,1,1,1,0,0,0,FALSE
"4900",0,0,0,0,0,1,1,FALSE
"4901",1,1,1,1,1,1,1,FALSE
"4902",0,0,0,0,0,1,0,FALSE
"4903",0,0,0,0,0,1,1,FALSE
"4904",0,0,0,0,0,0,0,FALSE
"4905",0,0,0,0,0,0,0,FALSE
"4908",0,0,0,0,0,0,0,FALSE
"4909",0,0,1,0,0,0,0,FALSE
"4910",0,0,0,0,0,0,0,FALSE
"4911",0,0,0,0,0,0,0,FALSE
"4912",0,0,0,0,0,0,0,FALSE
"4913",0,0,1,0,1,1,0,FALSE
"4914",0,0,0,0,0,1,1,FALSE
"4915",0,0,0,0,0,0,0,FALSE
"4916",0,0,0,0,0,0,0,FALSE
"4917",0,0,0,0,0,1,0,FALSE
"4918",0,0,0,0,0,0,0,FALSE
"4919",0,0,0,0,0,0,0,FALSE
"4920",0,0,0,0,0,0,0,FALSE
"4921",0,0,0,0,1,1,1,FALSE
"4922",0,0,0,0,0,0,0,FALSE
"4923",0,0,0,0,0,1,0,FALSE
"4924",0,0,0,0,0,0,0,FALSE
"4925",0,0,0,0,1,1,0,FALSE
"4926",1,0,1,0,0,0,1,FALSE
"4927",0,0,0,0,0,0,0,FALSE
"4929",0,1,0,0,1,0,1,FALSE
"4930",0,0,0,1,1,1,0,FALSE
"4931",0,0,1,0,0,1,1,FALSE
"4932",0,0,0,0,0,0,0,FALSE
"4933",0,0,0,0,0,0,0,FALSE
"4936",0,0,0,0,0,0,0,FALSE
"4937",0,0,1,1,0,0,0,FALSE
"4938",1,0,0,1,0,0,0,FALSE
"4939",0,0,0,0,0,0,0,FALSE
"4940",0,0,0,0,0,0,0,FALSE
"4943",0,0,0,0,0,0,0,FALSE
"4945",0,0,0,1,0,0,0,FALSE
"4946",0,0,0,0,0,0,0,FALSE
"4947",0,0,0,0,0,0,0,FALSE
"4948",1,1,1,0,0,1,1,FALSE
"4949",0,0,0,0,0,0,0,FALSE
"4951",0,0,1,0,0,1,1,FALSE
"4952",0,0,0,0,0,0,0,FALSE
"4953",0,0,0,0,0,0,0,FALSE
"4954",1,0,1,0,0,0,0,FALSE
"4956",0,0,0,1,0,0,0,FALSE
"4957",0,0,1,0,0,0,0,FALSE
"4958",0,0,0,1,0,0,0,FALSE
"4959",0,0,1,0,0,0,0,FALSE
"4960",0,0,0,0,0,0,0,FALSE
"4961",0,0,0,0,0,0,0,FALSE
"4962",0,0,0,0,0,0,0,FALSE
"4963",0,0,0,0,0,0,0,FALSE
"4965",0,0,0,0,0,0,0,FALSE
"4966",0,0,1,1,0,0,0,FALSE
"4967",0,0,1,0,0,1,0,FALSE
"4968",0,0,0,0,0,0,0,FALSE
"4969",0,0,0,0,0,0,0,FALSE
"4970",0,0,0,0,0,0,0,FALSE
"4971",0,0,0,0,0,0,0,FALSE
"4972",0,0,0,0,0,0,0,FALSE
"4973",0,0,0,0,0,0,0,FALSE
"4974",0,0,1,0,0,0,0,FALSE
"4975",0,0,0,1,0,0,0,FALSE
"4976",0,0,0,0,0,0,0,FALSE
"4978",0,0,1,0,0,0,0,FALSE
"4980",0,0,1,0,0,0,0,FALSE
"4983",0,0,0,0,0,0,0,FALSE
"4984",0,0,1,0,0,0,0,FALSE
"4986",0,1,1,1,1,1,1,TRUE
"4987",0,0,1,0,0,1,1,FALSE
"4988",1,0,0,1,0,1,1,FALSE
"4989",0,0,0,0,0,0,0,FALSE
"4990",0,0,0,0,0,0,0,FALSE
"4991",0,0,0,0,0,0,0,FALSE
"4992",0,0,0,0,0,1,0,FALSE
"4993",0,0,0,0,0,1,1,FALSE
"4994",0,0,0,0,0,0,0,FALSE
"4995",0,0,0,0,0,0,0,FALSE
"4996",0,0,0,0,0,0,0,FALSE
"4997",0,0,0,0,0,0,0,FALSE
"4998",0,0,0,0,0,0,0,FALSE
"4999",1,0,1,0,0,1,1,FALSE
"5000",0,0,0,0,0,0,0,FALSE
"5001",0,0,0,0,0,0,0,FALSE
"5002",0,0,0,0,0,0,0,FALSE
"5003",0,0,0,1,0,1,0,FALSE
"5005",0,0,0,1,0,0,0,FALSE
"5006",0,0,0,0,0,0,0,FALSE
"5007",0,0,1,0,0,1,1,FALSE
"5008",0,0,0,0,0,0,0,FALSE
"5009",0,0,1,1,0,1,1,FALSE
"5011",0,0,0,0,0,0,0,FALSE
"5012",0,0,1,0,0,1,0,FALSE
"5013",1,0,0,0,0,0,0,FALSE
"5014",0,0,0,0,0,0,0,FALSE
"5015",0,0,0,0,0,0,0,FALSE
"5016",0,0,0,1,0,0,0,FALSE
"5017",0,0,0,0,0,1,0,FALSE
"5018",0,0,0,0,0,0,0,FALSE
"5019",0,0,0,1,1,0,0,FALSE
"5020",0,0,0,1,0,0,0,FALSE
"5021",0,0,0,0,0,0,0,FALSE
"5022",0,0,0,0,0,0,0,TRUE
"5023",1,0,1,0,1,1,1,FALSE
"5024",0,0,1,0,0,0,0,FALSE
"5025",0,0,0,0,0,1,1,FALSE
"5026",0,0,0,0,0,0,0,FALSE
"5027",0,0,0,1,0,1,1,FALSE
"5028",0,0,0,0,0,0,0,FALSE
"5029",0,0,0,0,0,0,1,FALSE
"5030",0,0,0,0,0,0,0,FALSE
"5031",0,0,1,0,0,0,0,FALSE
"5032",1,0,0,0,0,0,0,FALSE
"5033",0,0,1,0,1,0,0,FALSE
"5034",0,0,0,0,0,1,1,FALSE
"5035",0,0,0,1,0,0,0,FALSE
"5036",0,0,0,0,0,0,1,FALSE
"5037",0,0,0,1,0,0,1,FALSE
"5038",1,1,1,1,1,0,1,TRUE
"5039",0,0,0,0,0,0,0,FALSE
"5040",0,0,0,0,0,0,0,FALSE
"5042",0,0,0,1,0,0,0,FALSE
"5043",0,0,0,0,0,0,0,FALSE
"5044",0,0,0,0,0,0,0,FALSE
"5045",0,0,1,0,0,0,1,FALSE
"5046",0,0,0,0,0,1,1,FALSE
"5047",0,0,0,1,0,0,0,FALSE
"5048",0,0,0,0,0,0,0,FALSE
"5049",0,0,0,0,0,0,0,FALSE
"5050",0,0,0,0,0,0,0,FALSE
"5052",0,0,1,0,0,1,0,FALSE
"5054",0,0,1,0,0,0,0,FALSE
"5056",0,0,0,0,0,0,0,FALSE
"5059",0,0,0,0,0,0,0,FALSE
"5060",0,0,0,0,0,0,0,FALSE
"5061",0,1,1,0,0,0,1,FALSE
"5062",0,0,1,0,0,1,1,FALSE
"5063",0,0,0,0,0,0,0,FALSE
"5066",0,0,1,0,0,0,0,FALSE
"5067",0,0,0,0,0,0,0,FALSE
"5068",0,0,1,0,0,0,0,FALSE
"5069",0,0,1,0,0,0,0,TRUE
"5070",0,0,0,1,0,1,0,FALSE
"5071",0,1,1,0,0,1,1,FALSE
"5073",0,0,1,0,1,1,1,FALSE
"5074",0,0,0,1,1,0,0,FALSE
"5075",0,0,0,0,0,0,0,FALSE
"5076",0,0,0,0,0,0,0,FALSE
"5077",0,1,1,0,0,1,0,FALSE
"5078",0,0,0,0,0,0,0,FALSE
"5079",0,0,1,0,0,1,1,FALSE
"5080",0,0,0,0,0,0,0,FALSE
"5081",0,0,0,0,0,0,0,FALSE
"5082",0,0,1,0,0,0,0,FALSE
"5083",0,0,0,0,0,0,0,FALSE
"5084",1,0,1,0,0,0,0,FALSE
"5085",0,1,1,0,0,0,0,FALSE
"5086",0,0,0,1,0,0,0,TRUE
"5087",0,0,0,0,0,0,0,FALSE
"5088",1,1,1,0,0,1,1,FALSE
"5089",1,1,1,1,0,1,1,FALSE
"5090",0,0,0,0,0,0,0,FALSE
"5091",0,0,0,1,0,0,0,FALSE
"5092",0,0,0,0,0,0,0,FALSE
"5093",0,0,0,0,0,0,0,FALSE
"5094",0,1,1,0,0,1,1,FALSE
"5095",0,0,0,0,0,1,1,FALSE
"5096",0,1,1,1,0,1,1,FALSE
"5098",0,0,1,0,1,1,1,FALSE
"5099",1,1,1,1,1,1,1,FALSE
